Tópico;ID;Classe;Descrição;Possíveis Causas;Sugestão de Correção
6.1.11 Elevação;669;Fault;Lift - FL: TL5 Move @ Disabled;Comando de movimento recebido enquanto o drive estava desabilitado por ausência de habilitação, função de segurança ativa, sequência de partida incompleta, falha de comunicação ou lógica de comando inconsistente.;Verificar a sequência de habilitação, permissivos, circuito de segurança e estado de comunicação. Eliminar a condição que mantém o drive desabilitado e cancelar comandos pendentes. Após o rearme correto, emitir novo comando e confirmar a resposta do eixo.
6.1.11 Elevação;670;Fault;Lift - FL: TL5 Drive Low Voltage;Tensão insuficiente no barramento do drive por bateria descarregada, proteção do BMS ativa, disjuntor aberto, queda de tensão em cabos ou conectores, alimentação instável ou consumo excessivo.;Verificar o estado da bateria e os eventos do BMS, além dos dispositivos de proteção, cabos e conexões de potência. Corrigir quedas de tensão ou mau contato, recarregar a bateria quando necessário e testar o acionamento sob carga. Persistindo, avaliar o drive.
6.1.11 Elevação;671;Fault;Lift - FL: TL5 Blank Q Segment;Segmento de movimento ausente ou inválido na fila do drive, causado por comando incompleto, sequência de trajetória incorreta, perda de comunicação, parâmetro incompatível ou falha de sincronização com o controlador.;Interromper o ciclo e limpar a sequência de movimento conforme o procedimento. Verificar comunicação, comandos enviados e parâmetros de trajetória. Reinicializar o eixo, reenviar a referência e testar. Se recorrente, analisar o registro do controlador e a configuração do movimento.
6.1.11 Elevação;672;Fault;Lift - FL: TL5 Velocity Limit;Limite de velocidade atingido ou excedido por comando acima do permitido, escala incorreta, parâmetro inadequado, realimentação de velocidade instável ou movimento mecânico não controlado.;Verificar o valor comandado, escalas e parâmetros de velocidade e aceleração. Inspecionar encoder, acoplamento e mecanismo para eliminar instabilidade. Corrigir a configuração, executar referência quando necessária e testar o eixo dentro das condições previstas.
6.1.11 Elevação;673;Fault;Lift - FL: TL5 Drive Power Phase Lost;Interrupção em uma fase de potência entre drive e motor, causada por cabo rompido, conector solto, terminal danificado, falha de enrolamento ou defeito no estágio de saída do drive.;"Desenergizar o circuito e verificar continuidade, aperto e integridade dos cabos e conectores do motor. Medir os enrolamentos e comparar as fases. Corrigir o cabeamento ou substituir o motor; se as fases estiverem normais, avaliar o estágio de potência do drive."
6.1.11 Elevação;674;Fault;Lift - FL: TL5 Emergency Stop;Comando de parada de emergência presente no drive devido a dispositivo acionado, circuito de segurança aberto, falha de contato ou cabeamento, ou sequência de rearme não concluída.;Colocar o equipamento em condição segura, identificar e liberar o dispositivo acionado e verificar o circuito de segurança. Confirmar contatos, cabos, conectores e permissivos. Executar o rearme previsto somente após eliminar a causa e inspecionar a área.
6.1.11 Elevação;675;Fault;Lift - FL: TL5 Abs.Encoder Battery;Bateria de retenção do encoder absoluto com carga baixa, desconectada ou defeituosa, podendo comprometer a preservação da posição quando a alimentação principal é removida.;Verificar a condição e a conexão da bateria de retenção associada ao encoder. Substituí-la conforme o procedimento do fabricante, mantendo a referência quando aplicável. Em seguida, confirmar a posição absoluta e executar nova referência antes de liberar o eixo.
6.1.11 Elevação;676;Fault;Lift - FL: TL5 Abs.Position Lost Warning;Referência de posição absoluta perdida por falha ou substituição da bateria de retenção, desconexão do encoder, interrupção prolongada de alimentação, alteração de parâmetros ou substituição do componente.;Inspecionar encoder, bateria de retenção, cabo e conectores. Restaurar os parâmetros aprovados e executar o procedimento de referência do eixo. Validar os limites e a posição real antes de retornar ao modo automático.
6.1.11 Elevação;677;Fault;Lift - FL: TL5 Abs Position Overflow;Valor de posição absoluta fora da faixa de contagem por excesso de voltas, escala ou relação mecânica incorreta, referência inadequada ou dados inválidos do encoder.;Verificar a posição física, escala, relação mecânica e parâmetros do encoder. Corrigir a configuração, zerar ou referenciar o eixo conforme o procedimento e validar os limites de curso. Se o valor continuar incoerente, avaliar o encoder e o drive.
6.1.11 Elevação;678;Fault;Lift - FL: TL5 Motor Over Temperature;Temperatura elevada do motor devido a sobrecarga, travamento, freio parcialmente aplicado, ciclos intensos, ventilação insuficiente, falha do sensor térmico ou degradação do motor.;Parar o eixo e aguardar o resfriamento. Verificar carga, liberdade mecânica, freio, ventilação, cabos e leitura do sensor térmico. Corrigir a causa e testar com carga reduzida. Se o aquecimento ou o alarme retornar, avaliar ou substituir o motor.
6.1.11 Elevação;679;Fault;Lift - FL: TL5 Drive Voltage Warning;Advertência de tensão no drive por alimentação próxima dos limites operacionais, oscilação da bateria, queda em cabos e conectores, regeneração elevada ou instabilidade no circuito de potência.;Verificar a alimentação durante o movimento, o estado da bateria e do BMS, dispositivos de proteção e conexões de potência. Corrigir mau contato ou queda de tensão e revisar as condições de aceleração e desaceleração. Monitorar o drive após o teste.
6.1.11 Elevação;680;Fault;Lift - FL: TL5 Save Failed;Falha ao gravar parâmetros no drive por queda de alimentação, memória indisponível ou danificada, proteção de escrita, arquivo incompatível ou interrupção da comunicação durante a gravação.;Estabilizar a alimentação e repetir a gravação com o eixo parado. Verificar comunicação, permissões e compatibilidade do conjunto de parâmetros. Confirmar a leitura após salvar. Se a falha persistir, preservar os dados de diagnóstico e substituir o drive.
6.1.11 Elevação;681;Fault;Lift - FL: TL5 Other Error;Falha interna ou condição não categorizada pelo texto do alarme, podendo estar associada a alimentação, comunicação, parametrização, hardware do drive ou dispositivo conectado.;Consultar o código detalhado no diagnóstico do drive, registrar o estado no momento da falha e verificar alimentação, comunicação, cabos e parâmetros. Executar reinicialização controlada. Se o código persistir, seguir o diagnóstico específico ou substituir o componente afetado.
6.1.11 Elevação;682;Fault;Lift - FL: TL5 Speed Follow Error;Velocidade real não acompanhou a referência devido a sobrecarga, travamento, freio não liberado, perda de torque, falha de encoder, cabo de motor defeituoso ou parâmetros de controle inadequados.;Verificar liberdade mecânica, carga e liberação do freio. Inspecionar motor, encoder, cabos e conectores e confirmar parâmetros de velocidade, aceleração e controle. Corrigir a causa, referenciar o eixo quando necessário e testar com solicitação reduzida.
6.1.11 Elevação;683;Fault;Lift - FR: TL6 Drive Over Current;Corrente elevada no acionamento por sobrecarga mecânica, travamento do conjunto, aceleração excessiva, curto ou mau contato nos cabos do motor, falha de isolamento ou defeito interno no motor ou no drive.;Imobilizar o veículo, verificar se o eixo se movimenta livremente e remover travamentos ou excesso de carga. Inspecionar cabos, conectores e isolamento do motor, conferir alimentação e parâmetros de movimento e, após eliminar a causa, rearmar o acionamento. Substituir o motor ou o drive somente após diagnóstico.
6.1.11 Elevação;684;Fault;Lift - FR: TL6 Drive Over Voltage;Tensão elevada no barramento do acionamento, provocada por alimentação fora da faixa, energia regenerativa não dissipada, falha no circuito de frenagem regenerativa, conexão deficiente ou defeito interno no drive.;"Verificar a estabilidade da alimentação e as conexões de potência. Inspecionar o circuito de dissipação de energia, incluindo cabeamento e resistor de frenagem quando aplicável, e confirmar os parâmetros de desaceleração. Corrigir a causa antes de rearmar; persistindo o alarme, avaliar o drive."
6.1.11 Elevação;685;Fault;Lift - FR: TL6 Drive Over Temperature;Temperatura interna elevada no drive devido a carga excessiva, ciclos repetitivos, ventilação insuficiente, acúmulo de sujeira, temperatura ambiente elevada ou degradação do acionamento.;Parar o equipamento e aguardar o resfriamento em condição segura. Verificar ventilação, limpeza, fixação, circulação de ar e carga mecânica do eixo. Confirmar se o ciclo de operação está adequado e rearmar após normalização. Se o aquecimento retornar, avaliar o drive.
6.1.11 Elevação;686;Fault;Lift - FR: TL6 Drive Internal Voltage Error;Falha em uma tensão interna do drive causada por variação da alimentação, queda momentânea, conexão de potência instável, falha na fonte interna ou defeito eletrônico do acionamento.;Verificar alimentação, aperto e integridade dos cabos e conectores de potência. Desenergizar e energizar conforme o procedimento de manutenção, observando se o erro reaparece. Se a alimentação estiver estável e o alarme persistir, registrar o diagnóstico e substituir o drive.
6.1.11 Elevação;687;Fault;Lift - FR: TL6 Position Error;Desvio excessivo entre a posição comandada e a posição real por obstrução mecânica, sobrecarga, folga ou desacoplamento, falha de encoder, conexão de realimentação deficiente ou parametrização inadequada.;Verificar se o mecanismo está livre, alinhado e sem folgas anormais. Inspecionar acoplamentos, freio, encoder, cabos e conectores de realimentação. Confirmar referência e parâmetros de posição, executar a homogeneização ou referência prevista e testar o movimento em baixa solicitação.
